id,genres
298,drama
299,crime
300,thriller
301,drama
302,thriller
303,thriller
304,drama
305,comedy
306,sci-fi
307,comedy
308,thriller
309,romance
310,thriller
311,drama
312,thriller
313,romance
314,drama
315,thriller
316,adventure
317,comedy
318,drama
319,drama
320,drama
321,drama
322,thriller
323,crime
324,drama
325,drama
326,drama
327,thriller
328,thriller
329,drama
330,comedy
331,drama
332,drama
333,comedy
334,thriller
335,comedy
336,drama
337,drama
338,drama
339,drama
340,crime
341,drama
342,drama
343,thriller
344,comedy
345,crime
346,thriller
347,thriller
348,drama
349,drama
350,drama
351,comedy
352,thriller
353,comedy
354,thriller
355,thriller
356,thriller
357,drama
358,drama
359,drama
360,drama
361,drama
362,thriller
363,drama
364,thriller
365,drama
366,drama
367,crime
368,drama
369,thriller
370,thriller
371,thriller
372,comedy
373,drama
374,comedy
375,drama
376,drama
377,drama
378,drama
379,comedy
380,drama
381,drama
382,comedy
383,drama
384,thriller
385,drama
386,drama
387,drama
388,drama
389,drama
390,crime
391,drama
392,drama
393,drama
394,thriller
395,thriller
396,drama
397,crime
398,romance
399,crime
400,drama
401,thriller
402,drama
403,drama
404,action
405,drama
406,thriller
407,drama
408,drama
409,thriller
410,drama
411,thriller
412,thriller
413,thriller
414,sci-fi
415,comedy
416,comedy
417,drama
418,drama
419,thriller
420,drama
421,romance
422,thriller
423,comedy
424,thriller
425,comedy
426,drama
427,thriller
428,thriller
429,sci-fi
430,comedy
431,comedy
432,action
433,drama
434,comedy
435,comedy
436,comedy
437,drama
438,sci-fi
439,drama
440,comedy
441,comedy
442,drama
443,drama
444,drama
445,action
446,drama
447,drama
448,thriller
449,romance
450,drama
451,drama
452,drama
453,sci-fi
454,comedy
455,drama
456,thriller
457,comedy
458,drama
459,drama
460,thriller
461,drama
462,thriller
463,drama
464,thriller
465,thriller
466,thriller
467,thriller
468,thriller
469,thriller
470,comedy
471,drama
472,drama
473,comedy
474,drama
475,comedy
476,thriller
477,drama
478,drama
479,drama
480,thriller
481,drama
482,thriller
483,thriller
484,thriller
485,drama
486,thriller
487,thriller
488,comedy
489,drama
490,thriller
491,sci-fi
492,drama
493,drama
494,drama
495,action
496,drama
497,drama
498,comedy
499,thriller
500,drama
501,sci-fi
502,drama
503,action
504,drama
505,crime
506,drama
507,action
508,thriller
509,sci-fi
510,drama
511,drama
512,drama
513,drama
514,thriller
515,drama
516,drama
517,thriller
518,thriller
519,drama
520,thriller
521,drama
522,drama
523,crime
524,drama
525,thriller
526,thriller
527,drama
528,thriller
529,drama
530,thriller
531,adventure
532,drama
533,crime
534,action
535,thriller
536,drama
537,romance
538,drama
539,thriller
540,drama
541,drama
542,thriller
543,mystery
544,thriller
545,drama
546,thriller
547,drama
548,drama
549,sci-fi
550,drama
551,drama
552,thriller
553,thriller
554,drama
555,comedy
556,comedy
557,thriller
558,drama
559,thriller
560,drama
561,thriller
562,drama
563,comedy
564,thriller
565,drama
566,thriller
567,drama
568,thriller
569,drama
570,drama
571,drama
572,drama
573,drama
574,thriller
575,crime
576,crime
577,thriller
578,comedy
579,drama
580,drama
581,drama
582,sci-fi
583,thriller
584,thriller
585,drama
586,thriller
587,drama
588,drama
589,drama
590,drama
591,thriller
592,crime
593,thriller
594,thriller
595,drama
596,action
597,thriller
598,thriller
599,comedy
600,drama
601,thriller
602,drama
603,comedy
604,drama
605,drama
606,drama
607,drama
608,thriller
609,drama
610,thriller
611,comedy
612,crime
613,thriller
614,comedy
615,drama
616,thriller
617,comedy
618,thriller
619,comedy
620,romance
621,drama
622,drama
623,thriller
624,action
625,romance
626,action
627,romance
628,drama
629,horror
630,comedy
631,drama
632,drama
633,thriller
634,thriller
635,comedy
636,war
637,drama
638,drama
639,thriller
640,crime
641,comedy
642,thriller
643,thriller
644,crime
645,drama
646,comedy
647,drama
648,comedy
649,drama
650,sci-fi
651,thriller
652,drama
653,drama
654,thriller
655,thriller
656,action
657,drama
658,drama
659,drama
660,thriller
661,romance
662,thriller
663,drama
664,drama
665,thriller
666,drama
667,drama
668,thriller
669,drama
670,thriller
671,thriller
672,thriller
673,thriller
674,comedy
675,comedy
676,drama
677,romance
678,comedy
679,crime
680,drama
681,thriller
682,thriller
683,thriller
684,thriller
685,drama
686,action
687,drama
688,crime
689,thriller
690,adventure
691,drama
692,thriller
693,drama
694,thriller
695,action
696,comedy
697,biography
698,thriller
699,thriller
700,action
701,drama
702,drama
703,drama
704,action
705,drama
706,thriller
707,thriller
708,thriller
709,drama
710,drama
711,drama
712,drama
713,thriller
714,thriller
715,thriller
716,crime
717,drama
718,comedy
719,drama
720,thriller
721,thriller
722,thriller
723,thriller
724,thriller
725,drama
726,drama
727,drama
728,drama
729,drama
730,drama
731,thriller
732,comedy
733,drama
734,drama
735,comedy
736,thriller
737,comedy
738,thriller
739,drama
740,drama
741,thriller
742,drama
743,action
744,thriller
745,drama
746,drama
747,drama
748,drama
749,thriller
750,drama
751,drama
752,thriller
753,thriller
754,thriller
755,drama
756,crime
757,drama
758,thriller
759,romance
760,drama
761,action
762,mystery
763,crime
764,drama
765,action
766,comedy
767,drama
768,thriller
769,romance
770,comedy
771,thriller
772,drama
773,thriller
774,drama
775,drama
776,romance
777,romance
778,thriller
779,drama
780,comedy
781,drama
782,thriller
783,thriller
784,thriller
785,drama
786,adventure
787,thriller
788,drama
789,thriller
790,drama
791,comedy
792,drama
793,thriller
794,sci-fi
795,drama
796,thriller
797,comedy
798,thriller
799,thriller
800,action
801,horror
802,adventure
803,thriller
804,comedy
805,drama
806,drama
807,comedy
808,comedy
809,action
810,comedy
811,crime
812,drama
813,drama
814,crime
815,thriller
816,drama
817,romance
818,drama
819,mystery
820,comedy
821,comedy
822,thriller
823,drama
824,thriller
825,sci-fi
826,action
827,drama
828,drama
829,drama
830,drama
831,comedy
832,thriller
833,drama
834,comedy
835,thriller
836,drama
837,action
838,drama
839,drama
840,comedy
841,comedy
842,thriller
843,drama
844,drama
845,thriller
846,drama
847,comedy
848,comedy
849,thriller
850,drama
851,thriller
852,drama
853,thriller
854,action
855,thriller
856,drama
857,drama
858,thriller
859,thriller
860,thriller
861,thriller
862,drama
863,thriller
864,thriller
865,drama
866,drama
867,comedy
868,drama
869,drama
870,crime
871,thriller
872,drama
873,thriller
874,drama
875,thriller
876,drama
877,thriller
878,comedy
879,drama
880,thriller
881,crime
882,thriller
883,drama
884,drama
885,comedy
886,drama
887,drama
888,comedy
889,drama
890,action
891,adventure
892,drama
893,drama
894,drama
895,drama
896,drama
897,sci-fi
898,drama
899,thriller
900,drama
901,comedy
902,thriller
903,thriller
904,drama
905,drama
906,thriller
907,comedy
908,thriller
909,thriller
910,drama
911,comedy
912,drama
913,thriller
914,thriller
915,drama
916,thriller
917,thriller
918,thriller
919,comedy
920,thriller
921,drama
922,drama
923,drama
924,thriller
925,thriller
926,drama
927,drama
928,comedy
929,comedy
930,action
931,comedy
932,action
933,drama
934,thriller
935,thriller
936,drama
937,comedy
938,crime
939,thriller
940,comedy
941,drama
942,comedy
943,comedy
944,thriller
945,crime
946,thriller
947,crime
948,drama
949,drama
950,drama
951,thriller
952,thriller
953,action
954,drama
955,action
956,thriller
957,thriller
958,crime
959,drama
960,drama
961,drama
962,comedy
963,drama
964,thriller
965,action
966,drama
967,comedy
968,thriller
969,drama
970,drama
971,thriller
972,drama
973,drama
974,romance
975,drama
976,drama
977,thriller
978,thriller
979,crime
980,adventure
981,drama
982,drama
983,drama
984,thriller
985,thriller
986,drama
987,thriller
988,thriller
989,comedy
990,action
991,thriller
992,romance
993,thriller
994,drama
995,drama
996,comedy
997,comedy
998,drama
999,drama
1000,drama
1001,sci-fi
1002,comedy
1003,drama
1004,drama
1005,drama
1006,drama
1007,drama
1008,thriller
1009,sci-fi
1010,drama
1011,drama
1012,comedy
1013,drama
1014,romance
1015,drama
1016,crime
1017,thriller
1018,action
1019,thriller
1020,crime
1021,drama
1022,thriller
1023,thriller
1024,thriller
1025,romance
1026,comedy
1027,drama
1028,drama
1029,drama
1030,thriller
1031,thriller
1032,thriller
1033,drama
1034,thriller
1035,drama
1036,drama
1037,thriller
1038,thriller
1039,comedy
1040,thriller
1041,thriller
1042,drama
1043,drama
1044,thriller
1045,drama
1046,thriller
1047,romance
1048,drama
1049,comedy
1050,thriller
1051,thriller
1052,thriller
1053,thriller
1054,action
1055,comedy
1056,comedy
1057,action
1058,thriller
1059,sci-fi
1060,drama
1061,drama
1062,drama
1063,thriller
1064,comedy
1065,action
1066,comedy
1067,comedy
1068,drama
1069,thriller
1070,drama
1071,action
1072,action
1073,drama
1074,thriller
1075,thriller
1076,thriller
1077,drama
1078,drama
1079,thriller
1080,drama
1081,drama
1082,romance
1083,thriller
1084,drama
1085,drama
1086,crime
1087,drama
1088,drama
1089,thriller
1090,drama
1091,thriller
1092,thriller
1093,thriller
1094,thriller
1095,romance
1096,comedy
1097,thriller
1098,thriller
1099,drama
1100,thriller
1101,thriller
1102,crime
1103,drama
1104,thriller
1105,drama
1106,drama
1107,thriller
1108,thriller
1109,romance
1110,action
1111,thriller
1112,drama
1113,action
1114,drama
1115,drama
1116,action
1117,comedy
1118,drama
1119,thriller
1120,crime
1121,thriller
1122,comedy
1123,drama
1124,thriller
1125,comedy
1126,comedy
1127,action
1128,thriller
1129,romance
1130,thriller
1131,adventure
1132,drama
1133,drama
1134,drama
1135,romance
1136,action
1137,thriller
1138,comedy
1139,thriller
1140,action
1141,thriller
1142,drama
1143,drama
1144,thriller
1145,comedy
1146,thriller
1147,thriller
1148,comedy
1149,comedy
1150,comedy
1151,drama
1152,drama
1153,drama
1154,thriller
1155,thriller
1156,thriller
1157,drama
1158,drama
1159,mystery
1160,comedy
1161,drama
1162,thriller
1163,thriller
1164,comedy
1165,comedy
1166,comedy
1167,drama
1168,thriller
1169,drama
1170,action
1171,drama
1172,drama
1173,drama
1174,comedy
1175,action
1176,drama
1177,drama
1178,adventure
1179,comedy
1180,comedy
1181,action
1182,thriller
1183,action
1184,drama
1185,biography
1186,drama
1187,drama
1188,comedy
1189,comedy
1190,comedy
1191,thriller
1192,adventure
1193,thriller
1194,thriller
1195,thriller
1196,thriller
1197,comedy
1198,thriller
1199,drama
1200,sci-fi
1201,thriller
1202,drama
1203,thriller
1204,thriller
1205,thriller
1206,thriller
1207,thriller
1208,thriller
1209,drama
1210,thriller
1211,comedy
1212,thriller
1213,thriller
1214,romance
1215,drama
1216,thriller
1217,drama
1218,drama
1219,drama
1220,drama
1221,comedy
1222,drama
1223,drama
1224,thriller
1225,action
1226,romance
1227,drama
1228,crime
1229,drama
1230,drama
1231,drama
1232,thriller
1233,drama
1234,drama
1235,thriller
1236,drama
1237,action
1238,drama
1239,mystery
1240,thriller
1241,action
1242,drama
1243,drama
1244,thriller
1245,adventure
1246,drama
1247,adventure
1248,thriller
1249,thriller
1250,drama
1251,thriller
1252,thriller
1253,adventure
1254,drama
1255,drama
1256,drama
1257,thriller
1258,thriller
1259,thriller
1260,comedy
1261,comedy
1262,drama
1263,thriller
1264,drama
1265,thriller
1266,drama
1267,thriller
1268,drama
1269,thriller
1270,thriller
1271,thriller
1272,thriller
1273,drama
1274,thriller
1275,thriller
1276,comedy
1277,romance
1278,romance
1279,comedy
1280,crime
1281,thriller
1282,drama
1283,action
1284,drama
1285,comedy
1286,drama
1287,thriller
1288,drama
1289,drama
1290,drama
1291,comedy
1292,thriller
1293,comedy
1294,drama
1295,adventure
1296,drama
1297,drama
1298,thriller
1299,drama
1300,thriller
1301,drama
1302,thriller
1303,drama
1304,drama
1305,drama
1306,thriller
1307,drama
1308,drama
1309,drama
1310,thriller
1311,drama
1312,thriller
1313,comedy
1314,drama
1315,drama
1316,thriller
1317,thriller
1318,drama
1319,crime
1320,romance
1321,drama
1322,drama
1323,drama
1324,horror
1325,drama
1326,drama
1327,thriller
1328,thriller
1329,drama
1330,drama
1331,drama
1332,adventure
1333,drama
1334,thriller
1335,drama
1336,romance
1337,drama
1338,drama
1339,drama
1340,thriller
1341,thriller
1342,adventure
1343,drama
1344,comedy
1345,drama
1346,drama
1347,thriller
1348,drama
1349,drama
1350,adventure
1351,drama
1352,thriller
1353,romance
1354,drama
1355,drama
1356,drama
1357,drama
1358,thriller
1359,action
1360,thriller
1361,comedy
1362,comedy
1363,drama
1364,thriller
1365,action
1366,thriller
1367,drama
1368,action
1369,comedy
1370,drama
1371,thriller
1372,thriller
1373,thriller
1374,action
1375,crime
1376,drama
1377,comedy
1378,thriller
1379,drama
1380,drama
1381,crime
1382,adventure
1383,thriller
1384,thriller
1385,drama
1386,drama
1387,drama
1388,thriller
1389,action
1390,drama
1391,action
1392,thriller
1393,drama
1394,thriller
1395,thriller
1396,crime
1397,crime
1398,thriller
1399,thriller
1400,thriller
1401,crime
1402,action
1403,drama
1404,comedy
1405,thriller
1406,drama
1407,drama
1408,drama
1409,drama
1410,thriller
1411,drama
1412,sci-fi
1413,comedy
1414,thriller
1415,comedy
1416,crime
1417,comedy
1418,action
1419,comedy
1420,drama
1421,romance
1422,action
1423,drama
1424,drama
1425,thriller
1426,thriller
1427,crime
1428,drama
1429,comedy
1430,thriller
1431,sci-fi
1432,comedy
1433,drama
1434,drama
1435,drama
1436,drama
1437,thriller
1438,romance
1439,sci-fi
1440,thriller
1441,comedy
1442,comedy
1443,thriller
1444,drama
1445,drama
1446,action
1447,action
1448,thriller
1449,romance
1450,thriller
1451,thriller
1452,sci-fi
1453,thriller
1454,drama
1455,drama
1456,thriller
1457,drama
1458,drama
1459,thriller
1460,drama
1461,drama
1462,drama
1463,drama
1464,thriller
1465,thriller
1466,drama
1467,drama
1468,drama
1469,thriller
1470,drama
1471,comedy
1472,action
1473,drama
1474,action
1475,drama
1476,thriller
1477,drama
1478,drama
1479,drama
1480,drama
1481,drama
1482,thriller
1483,comedy
1484,romance
1485,action
1486,drama
1487,drama
1488,comedy
1489,drama
1490,drama
1491,romance
1492,comedy
1493,drama
1494,drama
1495,drama
1496,thriller
1497,thriller
1498,drama
1499,thriller
1500,drama
1501,thriller
1502,drama
1503,thriller
1504,drama
1505,thriller
1506,thriller
1507,romance
1508,romance
1509,thriller
1510,romance
1511,thriller
1512,action
1513,drama
1514,thriller
1515,action
1516,drama
1517,thriller
1518,thriller
1519,thriller
1520,drama
1521,drama
1522,drama
1523,drama
1524,comedy
1525,drama
1526,action
1527,thriller
1528,fantasy
1529,crime
1530,drama
1531,thriller
1532,drama
1533,thriller
1534,drama
1535,thriller
1536,drama
1537,comedy
1538,comedy
1539,action
1540,drama
1541,drama
1542,romance
1543,drama
1544,thriller
1545,drama
1546,comedy
1547,drama
1548,comedy
1549,comedy
1550,comedy
1551,drama
1552,thriller
1553,romance
1554,drama
1555,drama
1556,drama
1557,thriller
1558,thriller
1559,drama
1560,drama
1561,thriller
1562,adventure
1563,thriller
1564,romance
1565,drama
1566,crime
1567,crime
1568,drama
1569,drama
1570,thriller
1571,thriller
1572,drama
1573,thriller
1574,drama
1575,comedy
1576,drama
1577,comedy
1578,drama
1579,comedy
1580,comedy
1581,drama
1582,thriller
1583,drama
1584,comedy
1585,thriller
1586,drama
1587,drama
1588,thriller
1589,comedy
1590,drama
1591,comedy
1592,comedy
1593,drama
1594,thriller
1595,thriller
1596,thriller
1597,drama
1598,comedy
1599,drama
1600,thriller
1601,drama
1602,thriller
1603,drama
1604,comedy
1605,thriller
1606,comedy
1607,thriller
1608,thriller
1609,drama
1610,romance
1611,thriller
1612,thriller
1613,drama
1614,thriller
1615,drama
1616,romance
1617,thriller
1618,drama
1619,thriller
1620,thriller
1621,drama
1622,drama
1623,comedy
1624,thriller
1625,thriller
1626,drama
1627,drama
1628,drama
1629,drama
1630,thriller
1631,comedy
1632,comedy
1633,comedy
1634,thriller
1635,thriller
1636,drama
1637,drama
1638,action
1639,crime
1640,comedy
1641,comedy
1642,thriller
1643,thriller
1644,drama
1645,crime
1646,thriller
1647,action
1648,drama
1649,drama
1650,thriller
1651,drama
1652,drama
1653,comedy
1654,action
1655,comedy
1656,thriller
1657,thriller
1658,comedy
1659,comedy
1660,horror
1661,drama
1662,drama
1663,drama
1664,comedy
1665,thriller
1666,drama
1667,drama
1668,thriller
1669,thriller
1670,drama
1671,thriller
1672,romance
1673,action
1674,thriller
1675,comedy
1676,thriller
1677,sci-fi
1678,drama
1679,thriller
1680,comedy
1681,action
1682,thriller
1683,thriller
1684,thriller
1685,drama
1686,drama
1687,thriller
1688,drama
1689,thriller
1690,thriller
1691,thriller
1692,thriller
1693,action
1694,drama
1695,thriller
1696,thriller
1697,adventure
1698,drama
1699,comedy
1700,drama
1701,drama
1702,action
1703,comedy
1704,drama
1705,drama
1706,crime
1707,sci-fi
1708,drama
1709,thriller
1710,drama
1711,drama
1712,romance
1713,comedy
1714,drama
1715,thriller
1716,drama
1717,drama
1718,thriller
1719,drama
1720,drama
1721,drama
1722,drama
1723,crime
1724,thriller
1725,action
1726,crime
1727,thriller
1728,thriller
1729,thriller
1730,thriller
1731,thriller
1732,drama
1733,thriller
1734,comedy
1735,thriller
1736,action
1737,comedy
1738,drama
1739,drama
1740,thriller
1741,thriller
1742,drama
1743,drama
1744,drama
1745,comedy
1746,comedy
1747,drama
1748,drama
1749,thriller
1750,drama
1751,thriller
1752,thriller
1753,comedy
1754,comedy
1755,thriller
1756,thriller
1757,drama
1758,drama
1759,sci-fi
1760,thriller
1761,thriller
1762,drama
1763,drama
1764,action
1765,thriller
1766,thriller
1767,drama
1768,drama
1769,thriller
1770,comedy
1771,thriller
1772,drama
1773,thriller
1774,thriller
1775,thriller
1776,drama
1777,drama
1778,thriller
1779,drama
1780,comedy
1781,drama
1782,comedy
1783,romance
1784,crime
1785,drama
1786,thriller
1787,comedy
1788,drama
1789,drama
1790,comedy
1791,drama
1792,drama
1793,drama
1794,romance
1795,romance
1796,thriller
1797,comedy
1798,drama
1799,drama
1800,drama
1801,comedy
1802,crime
1803,comedy
1804,drama
1805,drama
1806,comedy
1807,drama
1808,thriller
1809,thriller
1810,drama
1811,comedy
1812,drama
1813,drama
1814,drama
1815,drama
1816,comedy
1817,drama
1818,drama
1819,thriller
1820,thriller
1821,thriller
1822,romance
1823,fantasy
1824,drama
1825,thriller
1826,drama
1827,thriller
1828,romance
1829,thriller
1830,drama
1831,drama
1832,comedy
1833,thriller
1834,romance
1835,drama
1836,comedy
1837,drama
1838,drama
1839,thriller
1840,comedy
1841,thriller
1842,drama
1843,thriller
1844,drama
1845,drama
1846,drama
1847,drama
1848,comedy
1849,crime
1850,drama
1851,action
1852,thriller
1853,adventure
1854,thriller
1855,drama
1856,drama
1857,action
1858,thriller
1859,drama
1860,drama
1861,drama
1862,drama
1863,drama
1864,drama
1865,drama
1866,mystery
1867,drama
1868,sci-fi
1869,drama
1870,drama
1871,drama
1872,drama
1873,sci-fi
1874,thriller
1875,drama
1876,thriller
1877,comedy
1878,drama
1879,thriller
1880,crime
1881,drama
1882,drama
1883,thriller
1884,thriller
1885,action
1886,thriller
1887,action
1888,thriller
1889,action
1890,drama
1891,thriller
1892,comedy
1893,drama
1894,thriller
1895,drama
1896,thriller
1897,drama
1898,drama
1899,thriller
1900,action
1901,drama
1902,drama
1903,drama
1904,thriller
1905,comedy
1906,drama
1907,drama
1908,drama
1909,drama
1910,comedy
1911,thriller
1912,drama
1913,drama
1914,drama
1915,drama
1916,drama
1917,thriller
1918,drama
1919,drama
1920,drama
1921,thriller
1922,drama
1923,thriller
1924,thriller
1925,comedy
1926,drama
1927,crime
1928,thriller
1929,drama
1930,drama
1931,drama
1932,crime
1933,thriller
1934,crime
1935,thriller
1936,thriller
1937,drama
1938,comedy
1939,drama
1940,drama
1941,drama
1942,thriller
1943,adventure
1944,drama
1945,thriller
1946,romance
1947,thriller
1948,comedy
1949,thriller
1950,drama
1951,drama
1952,comedy
1953,drama
1954,drama
1955,thriller
1956,action
1957,thriller
1958,drama
1959,thriller
1960,drama
1961,comedy
1962,drama
1963,comedy
1964,comedy
1965,sci-fi
1966,drama
1967,thriller
1968,action
1969,drama
1970,comedy
1971,crime
1972,drama
1973,comedy
1974,action
1975,comedy
1976,thriller
1977,thriller
1978,crime
1979,comedy
1980,drama
1981,thriller
1982,thriller
1983,drama
1984,drama
1985,action
1986,thriller
1987,comedy
1988,thriller
1989,sci-fi
1990,drama
1991,drama
1992,comedy
1993,romance
1994,drama
1995,drama
1996,drama
1997,thriller
1998,thriller
1999,thriller
2000,drama
2001,comedy
2002,romance
2003,romance
2004,thriller
2005,thriller
2006,action
2007,thriller
2008,comedy
2009,thriller
2010,thriller
2011,drama
2012,thriller
2013,comedy
2014,comedy
2015,thriller
2016,drama
2017,drama
2018,comedy
2019,thriller
2020,action
2021,comedy
2022,drama
2023,drama
2024,action
2025,comedy
2026,drama
2027,drama
2028,drama
2029,drama
2030,drama
2031,sci-fi
2032,action
2033,romance
2034,action
2035,drama
2036,drama
2037,thriller
2038,drama
2039,thriller
2040,drama
2041,drama
2042,drama
2043,drama
2044,drama
2045,comedy
2046,comedy
2047,thriller
2048,thriller
2049,drama
2050,thriller
2051,thriller
2052,sci-fi
2053,thriller
2054,thriller
2055,drama
2056,action
2057,action
2058,drama
2059,thriller
2060,thriller
2061,drama
2062,thriller
2063,comedy
2064,drama
2065,romance
2066,crime
2067,drama
2068,drama
2069,drama
2070,drama
2071,drama
2072,drama
2073,comedy
2074,thriller
2075,comedy
2076,drama
2077,drama
2078,comedy
2079,comedy
2080,thriller
2081,drama
2082,comedy
2083,comedy
2084,thriller
2085,thriller
2086,drama
2087,comedy
2088,thriller
2089,drama
2090,drama
2091,thriller
2092,romance
2093,thriller
2094,drama
2095,drama
2096,drama
2097,action
2098,drama
2099,comedy
2100,drama
2101,thriller
2102,drama
2103,thriller
2104,comedy
2105,drama
2106,comedy
2107,action
2108,thriller
2109,comedy
2110,drama
2111,action
2112,drama
2113,drama
2114,drama
2115,drama
2116,thriller
2117,action
2118,drama
2119,sci-fi
2120,thriller
2121,drama
2122,thriller
2123,drama
2124,comedy
2125,thriller
2126,drama
2127,thriller
2128,drama
2129,comedy
2130,drama
2131,drama
2132,thriller
2133,drama
2134,action
2135,drama
2136,thriller
2137,crime
2138,comedy
2139,comedy
2140,romance
2141,romance
2142,drama
2143,drama
2144,drama
2145,action
2146,comedy
2147,thriller
2148,comedy
2149,drama
2150,thriller
2151,drama
2152,thriller
2153,thriller
2154,action
2155,drama
2156,comedy
2157,drama
2158,thriller
2159,adventure
2160,drama
2161,comedy
2162,comedy
2163,comedy
2164,drama
2165,drama
2166,drama
2167,drama
2168,thriller
2169,action
2170,action
2171,drama
2172,drama
2173,drama
2174,comedy
2175,thriller
2176,action
2177,action
2178,crime
2179,romance
2180,drama
2181,thriller
2182,action
2183,crime
2184,sci-fi
2185,drama
2186,action
2187,drama
2188,crime
2189,drama
2190,drama
2191,thriller
2192,comedy
2193,thriller
2194,thriller
2195,thriller
2196,crime
2197,drama
2198,thriller
2199,romance
2200,crime
2201,comedy
2202,drama
2203,drama
2204,drama
2205,drama
2206,comedy
2207,drama
2208,drama
2209,thriller
2210,drama
2211,drama
2212,comedy
2213,drama
2214,drama
2215,drama
2216,drama
2217,thriller
2218,drama
2219,thriller
2220,thriller
2221,comedy
2222,drama
2223,thriller
2224,crime
2225,romance
2226,action
2227,thriller
2228,history
2229,drama
2230,thriller
2231,thriller
2232,thriller
2233,romance
2234,comedy
2235,drama
2236,comedy
2237,drama
2238,drama
2239,drama
2240,thriller
2241,thriller
2242,thriller
2243,action
2244,comedy
2245,drama
2246,thriller
2247,thriller
2248,thriller
2249,drama
2250,drama
2251,thriller
2252,thriller
2253,drama
2254,thriller
2255,drama
2256,comedy
2257,action
2258,thriller
2259,comedy
2260,thriller
2261,drama
2262,drama
2263,drama
2264,drama
2265,thriller
2266,drama
2267,drama
2268,drama
2269,thriller
2270,thriller
2271,drama
2272,drama
2273,drama
2274,action
2275,thriller
2276,thriller
2277,comedy
2278,action
2279,drama
2280,drama
2281,thriller
2282,drama
2283,drama
2284,sci-fi
2285,comedy
2286,drama
2287,thriller
2288,comedy
2289,thriller
2290,drama
2291,thriller
2292,drama
2293,thriller
2294,thriller
2295,romance
2296,drama
2297,sci-fi
2298,thriller
2299,thriller
2300,thriller
2301,comedy
2302,sci-fi
2303,drama
2304,drama
2305,thriller
2306,thriller
2307,drama
2308,drama
2309,thriller
2310,thriller
2311,crime
2312,drama
2313,comedy
2314,comedy
2315,drama
2316,comedy
2317,thriller
2318,thriller
2319,drama
2320,comedy
2321,drama
2322,thriller
2323,drama
2324,drama
2325,thriller
2326,drama
2327,thriller
